Timestamp,Age Group,Gender,Preferred Tool,Satisfaction (1-5),Feedback,Date,Feedback Length
2024-04-20 08:29:00,35-44,Other,Power Bi,1,Fast and reliable,2024-04-20,17
2024-04-13 15:23:00,35-44,Female,Tableau,3,Very intuitive dashboard,2024-04-13,24
2024-04-03 08:23:00,18-24,Male,Python,1,Helpful for beginners,2024-04-03,21
2024-04-16 23:48:00,25-34,Female,Python,1,Very helpful for analysis,2024-04-16,25
2024-05-08 20:15:00,25-34,Female,Power Bi,3,Excellent experience,2024-05-08,20
2024-04-03 04:09:00,25-34,Male,R,2,Makes analysis simple,2024-04-03,21
2024-05-07 15:09:00,18-24,Other,Excel,2,Very intuitive dashboard,2024-05-07,24
2024-04-23 02:12:00,35-44,Female,Power Bi,2,Very easy to use,2024-04-23,16
2024-05-01 16:27:00,18-24,Other,Excel,2,Interface is good,2024-05-01,17
2024-05-04 20:14:00,35-44,Other,Python,4,Amazing analytics,2024-05-04,17
2024-04-05 13:16:00,25-34,Other,Tableau,4,Amazing analytics,2024-04-05,17
2024-04-15 16:45:00,35-44,Female,Python,2,Could be faster,2024-04-15,15
2024-05-07 04:48:00,35-44,Female,Excel,3,Very intuitive dashboard,2024-05-07,24
2024-05-12 17:22:00,18-24,Other,Excel,5,Amazing analytics,2024-05-12,17
2024-04-21 16:55:00,25-34,Other,Excel,3,Excellent experience,2024-04-21,20
2024-05-05 07:23:00,25-34,Other,Power Bi,1,Excellent experience,2024-05-05,20
2024-04-04 05:18:00,18-24,Male,R,4,Good but needs more features,2024-04-04,28
2024-04-04 22:31:00,45+,Other,Tableau,4,Great tool very useful,2024-04-04,22
2024-05-07 16:22:00,35-44,Other,R,4,Loved the visualization,2024-05-07,23
2024-04-28 13:54:00,18-24,Male,Power Bi,1,Excellent experience,2024-04-28,20
2024-04-15 19:18:00,18-24,Other,Python,4,Interface is good,2024-04-15,17
